시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
십시일반,강원도 원주시 원일로 250(학성동),강원도 원주시 학성동 899-9,십시일반,033-746-1206,십시일반 식당,만60세 이상 저소득 대상자,11:00-13:00,월+화+수+목+금+토+일,1997-12-15,,37.35787434,127.942819,2022-10-13,4191000,강원특별자치도 원주시
사랑의교회,강원도 원주시 서원대로463번길 21(단구동),강원도 원주시 단구동 641,사랑의교회,033-766-9161,사랑의교회 식당,만60세 이상 저소득 대상자,11:00-12:30,월+화+수+목+금+일,2012-01-09,,37.328556,127.9567989,2022-10-13,4191000,강원특별자치도 원주시
원주시노인종합복지관 문막분관,강원도 원주시 문막읍 원문로 1757,강원도 원주시 문막읍 문막리 750,원주시노인종합복지관,033-766-0634,원주시노인종합복지관 문막분관 식당,만60세 이상 저소득 대상자,11:40-13:00,월+화+수+목+금,2019-10-14,,37.31294518,127.8235435,2022-10-13,4191000,강원특별자치도 원주시
강릉종합사회복지관,강원도 강릉시 강변로 510,강원도 강릉시 입암동 49-9,강릉종합사회복지관,033-653-6375,강릉종합사회복지관,결식우려어르신,11:30-13:00,월+화+수+목+금,1999-09-01,2025-12-31,37.76485372,128.9170613,2022-11-11,4201000,강원특별자치도 강릉시
부송종합사회복지관,전라북도 익산시 무왕로22길 12,,부송종합사회복지관,063-831-0250,부송종합사회복지관,결식노인+저소득층,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,2027-12-31,35.95741178,126.9854571,2023-09-04,4680000,전라북도 익산시
솔솔송자원봉사대,전라북도 익산시 익산대로 194-9,,(사)솔솔송자원봉사대,063-857-7651,솔솔송자원봉사대,결식노인+저소득층,중식(12:00-13:00),월+화+수+목+금,2017-01-01,2027-12-31,35.943346,126.9490042,2023-09-04,4680000,전라북도 익산시
삼덕교회,전라북도 완주군 소양면 명덕로 253,전라북도 완주군 소양면 명덕리 566-1,삼덕교회,063-244-7356,삼덕교회,독거노인+결식우려 저소득 재가노인,코로나 19로 인한 배달,수,2022-03-01,2022-12-31,35.87792509,127.2134936,2022-11-25,4720000,전라북도 완주군
화산교회,전라북도 완주군 화산면 화산로 830-24,전라북도 완주군 화산면 화평리 552-7,화산교회,063-263-5044,화산교회,독거노인+결식우려 저소득 재가노인,코로나 19로 인한 배달,화,2022-03-01,2022-12-31,36.03555844,127.2026913,2022-11-25,4720000,전라북도 완주군
동상생활문화센터,전라북도 완주군 동상면 동상로 1408,전라북도 완주군 동상면 신월리 546-17,동상생활문화센터,063-246-0779,동상생활문화센터,독거노인+결식우려 저소득 재가노인,코로나 19로 인한 배달,목+금,2022-04-01,2022-12-31,35.93620691,127.2970456,2022-11-25,4720000,전라북도 완주군
오치종합사회복지관,광주광역시 북구 서하로194번길 6(오치동),광주광역시 북구 오치동 1003,오치종합사회복지관,062-263-8200,오치종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금,2017-01-01,,,,2022-12-02,6290000,광주광역시
무등종합사회복지관,광주광역시 북구 삼정로 10(두암동),광주광역시 북구 두암동 969-6,무등종합사회복지관,062-268-0093,무등종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
우산종합사회복지관,광주광역시 북구 중문로 55(우산동),광주광역시 북구 우산동 633-1,우산종합사회복지관,062-266-3851,우산종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
두암종합사회복지관,광주광역시 북구 삼정로 7(두암동),광주광역시 북구 두암동 968-1,두암종합사회복지관,062-266-8183,두암종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
시민종합사회복지관,광주광역시 북구 양일로 76-1(양산동),광주광역시 북구 양산동 657-2,시민종합사회복지관,062-571-4100,시민종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금,2017-01-01,,,,2022-12-02,6290000,광주광역시
신의복지회관,전라남도 신안군 신의면 상동길 40,전라남도 신안군 신의면 상태동리 368-14,신의면여성단체협의회,061-240-3851,신의복지회관,독거노인+결식노인,중식(12:00-13:00),화,2022-01-01,2022-12-31,34.58511363,126.0907881,2022-11-15,5010000,전라남도 신안군
대치1단지(일원2) 경로당,서울특별시 강남구 개포로109길 5,서울특별시 강남구 개포동 12,사회복지법인 영산,02-565-3857,대치1단지(개포3) 경로당,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.4923312,127.0745908,2023-02-17,3220000,서울특별시 강남구
대청경로당,서울특별시 강남구 개포로124길 24,서울특별시 강남구 일원동 621,사회복지법인 영산,02-565-3857,대청경로당,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.49319777,127.0830002,2023-02-17,3220000,서울특별시 강남구
세곡리엔파크4단지 경로당,서울특별시 강남구 헌릉로590길 88,서울특별시 강남구 세곡동 522,사회복지법인 영산,02-565-3857,세곡리엔파크4단지 경로당,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.46287702,127.1014455,2023-02-17,3220000,서울특별시 강남구
괴산군노인복지관,충청북도 괴산군 괴산읍 동진천길 51,,괴산군노인복지관,043-834-3411,괴산군노인복지관,취약계층 노인,중식(12:00~13:00),월+화+수+목+금,2019-01-01,2019-12-31,36.8079474,127.7973005,2023-07-10,4460000,충청북도 괴산군
춘천효자종합사회복지관,강원특별자치도 춘천시 공지로 234-16(효자동),강원특별자치도 춘천시 효자동 333,춘천효자종합사회복지관,033-261-1790,춘천효자종합사회복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,10:30 ~ 12:00,월+화+수+목+금,,,37.864336,127.738191,2023-09-01,4181000,강원특별자치도 춘천시
동부노인복지관,강원특별자치도 춘천시 세실로 250(동면),강원특별자치도 춘천시 만천리 893-3,동부노인복지관,033-255-8866,동부노인복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,11:40 ~ 13:00,월+화+수+목+금,,,37.879692,127.757522,2023-09-01,4181000,강원특별자치도 춘천시
남부노인복지관,강원특별자치도 춘천시 방송길 86(온의동),강원특별자치도 춘천시 온의동 6-33,남부노인복지관,033-241-5600,남부노인복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,11:00 ~ 12:30,월+화+수+목+금+토,,,37.867918,127.718952,2023-09-01,4181000,강원특별자치도 춘천시
북부노인복지관,강원특별자치도 춘천시 충열로 124(우두동),강원특별자치도 춘천시 우두동 426-1,북부노인복지관,033-255-9877,북부노인복지관,가정형편이 어렵거나 부득이한 사정으로 식사를 거를 우려가 있는 60세 이상 노인,11:40 ~ 13:00,월+화+수+목+금,,,37.903901,127.739134,2023-09-01,4181000,강원특별자치도 춘천시
청도대성교회,경상북도 청도군 청도읍 고수동2길 11,경상북도 청도군 청도읍 고수리 381,청도대성교회,054-371-6860,청도대성교회,기초수급자+저소득층,중식(12:00~13:00),수+토,,,35.64609441,128.7414861,2023-08-29,5190000,경상북도 청도군
용암종합사회복지관,충청북도 청주시 상당구 원봉로 52(용암동),,용암종합사회복지관,043-293-9191,용암종합사회복지관,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
청주시노인종합복지관,충청북도 청주시 상당구 대성로172번길 21 (수동),,청주시노인종합복지관,043-255-2144,청주시노인종합복지관,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
청주YMCA,충청북도 청주시 상당구 사직대로350번길 99,,청주YMCA,043-259-6104,청주YMCA,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
산남종합사회복지관,충청북도 청주시 서원구 구룡산로 282(수곡동),,산남종합사회복지관,043-288-1428,산남종합사회복지관,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
충청북도노인종합복지관,충청북도 청주시 서원구 흥덕로42(사직동),,충청북도노인종합복지관,043-265-5304,충청북도노인종합복지관,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
청주서원노인복지관,충청북도 청주시 서원구 원흥로 11-10(산남동),,청주서원노인복지관,043-238-3786,청주서원노인복지관,60세이상 기초수급자+차상위+저소득 독거노인,중식(12:00~13:00),월+화+수+목+금,,,,,2023-06-20,5710000,충청북도 청주시
황송노인종합복지관 경로식당,경기도 성남시 중원구 금상로 132(상대원동),경기도 성남시 중원구 상대원동 279-7,황송노인종합복지관,031-731-5521,황송노인종합복지관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금+토,,,37.4416621,127.1691409,2023-09-01,3780000,경기도 성남시
도촌종합사회복지관 경로식당,경기도 성남시 중원구 도촌북로 92(도촌동),경기도 성남시 중원구 도촌동 647,도촌종합사회복지관,031-720-8521,도촌종합사회복지관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.41516423,127.1590865,2023-09-01,3780000,경기도 성남시
상대원1동복지회관 경로식당,경기도 성남시 중원구 둔촌대로425번길 44(상대원동),경기도 성남시 중원구 상대원동 1336,상대원1동복지회관,031-747-3038,상대원1동복지회관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.43686705,127.164981,2023-09-01,3780000,경기도 성남시
하대원동복지회관 경로식당,경기도 성남시 중원구 마지로155번길 27(하대원동),경기도 성남시 중원구 하대원동 155-8,하대원동복지회관,031-758-6352,하대원동복지회관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.42783793,127.1494286,2023-09-01,3780000,경기도 성남시
은행종합사회복지관 경로식당,경기도 성남시 중원구 산성대로 518번길 30,경기도 성남시 중원구 은행동 2503,은행종합사회복지관,031-743-7300,은행종합사회복지관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.45576207,127.1664208,2023-09-01,3780000,경기도 성남시
성남동 경로식당,경기도 성남시 중원구 원터로93번길 10(성남동),경기도 성남시 중원구 성남동 2566,성남동 경로식당,031-757-2004,성남동 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.43491078,127.1422248,2023-09-01,3780000,경기도 성남시
중원노인종합복지관 경로식당,경기도 성남시 중원구 제일로35번길 51(성남동),경기도 성남시 중원구 성남동 3439,중원노인종합복지관,031-751-7450,중원노인종합복지관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금+토,,,37.43203626,127.1315759,2023-09-01,3780000,경기도 성남시
상대원2동제2복지회관 경로식당,경기도 성남시 중원구 희망로 374(상대원동),경기도 성남시 중원구 상대원동 2996-36,상대원2동제2복지회관,031-748-7500,상대원2동제2복지회관 경로식당,저소득노인 및 결식노인,중식(11:30~12:30),월+화+수+목+금,,,37.43895486,127.1589425,2023-09-01,3780000,경기도 성남시
동구노인복지관,부산광역시 동구 홍곡중로5번길 24,부산광역시 동구 수정동 1011-886,동구노인복지관,051-467-7887,동구노인복지관,60세 이상 결식우려 저소득 노인,중식(11:30-12:30),월+화+수+목+금,2022-01-01,,35.1258094,129.0404194,2023-08-17,3270000,부산광역시 동구
동구노인복지관분관(어르신행복식당),부산광역시 동구 초량남로 12,부산광역시 동구 초량동 820-20,동구노인복지관분관,051-714-6092,어르신행복식당,60세 이상 결식우려 저소득 노인,중식(11:30-12:30),월+화+수+목+금,2022-01-01,,35.11956258,129.034841,2023-08-17,3270000,부산광역시 동구
자성대노인복지관,부산광역시 동구 자성로140번길 32,부산광역시 동구 범일동 825-88,자성대노인복지관,051-632-7597,자성대노인복지관,60세 이상 결식우려 저소득 노인,중식(11:30-12:30),월+화+수+목+금,2022-01-01,,35.13564358,129.0648472,2023-08-17,3270000,부산광역시 동구
동구무료급식소,부산광역시 동구 증산로 51,부산광역시 동구 좌천동 808-138,동구새마을지회,051-440-4394,동구무료급식소,60세 이상 결식우려 저소득 노인,중식(11:30-12:30),월+화+수+목+금,2022-01-01,,35.13300228,129.0499363,2023-08-17,3270000,부산광역시 동구
세교복지재단경로식당,경기도 오산시 은여울로 17,경기도 오산시 궐동 55-2,세교복지재단,070-4004-8311,(구) 오산침례교회,60세 이상 저소득층 수급자+60세 이상 저소득층 차상위,중식(12:00-13:00),월+화+수+목+금,2009-05-28,2024-12-31,37.15771308,127.0683167,2023-08-01,4000000,경기도 오산시
오산남부종합사회복지관경로식당,경기도 오산시 오산로 132번길 28-5,경기도 오산시 원동 404-10,오산남부종합사회복지관,031-376-6193,오산남부종합사회복지관,60세 이상 저소득층 수급자+60세 이상 저소득층 차상위,중식(12:00-13:00),월+화+수+목+금,2008-02-29,2024-12-31,37.13856495,127.072326,2023-08-01,4000000,경기도 오산시
오산노인종합복지관경로식당,"경기도 오산시 수청로 192, 3층",경기도 오산시 금암동 512,오산노인종합복지관,031-290-8530,오산노인종합복지관,60세 이상 저소득층 수급자+60세 이상 저소득층 차상위,중식(11:30-12:30),월+화+수+목+금,2016-07-20,2024-12-31,37.17775298,127.0448358,2023-08-01,4000000,경기도 오산시
화성시서부종합사회복지관,경기도 화성시 송산면 사강로 145,,화성시서부종합사회복지관,031-366-7390,화성시서부종합사회복지관 경로식당,60세 이상 노인,중식(11:30~12:30),월+화+수+목+금,2014-10-01,,37.213075,126.7320235,2023-06-01,5530000,경기도 화성시
화성시남부노인복지관,경기도 화성시 향남읍 토성로 37-22,,화성시남부노인복지관,031-366-5678,화성시남부노인복지관 경로식당,60세 이상 노인,중식(11:40~13:30),월+화+수+목+금,2014-04-16,,37.12821527,126.9374416,2023-06-01,5530000,경기도 화성시
기쁨두배복지센터,경기도 화성시 향남읍 행정서로1길 9-10,,기쁨두배복지센터,031-354-9991,기쁨두배복지센터,60세 이상 노인,중식(12:00~13:00),수+토,2008-10-24,,37.12565616,126.9137568,2023-06-01,5530000,경기도 화성시
더불어사는우리 만나무료급식소,경기도 화성시 남양읍 남양성지로 163,,더불어사는우리 만나무료급식소,031-355-2580,더불어사는우리 만나무료급식소,60세 이상 노인,중식(11:00~12:30),월+화+수+목+금,2018-02-01,,37.21060928,126.8204209,2023-06-01,5530000,경기도 화성시
화성효나눔노인복지센터,경기도 화성시 효행로1040번길 20,,화성효나눔노인복지센터,031-223-9936,화성시 동부출장소 내 지하식당,60세 이상 노인,중식(11:30~12:30),토,2020-01-07,,37.212139,127.042035,2023-06-01,5530000,경기도 화성시
옥포종합사회복지관,경상남도 거제시 옥포대첩로 84(옥포동),경상남도 거제시 옥포동 660-4,거제시희망복지재단,055-680-7019,옥포종합사회복지관,만65세이상 노인,중식(11:30~12:00),월+화+수+목+금,,,34.8940211,128.6960556,2023-07-11,5370000,경상남도 거제시
사)함께하는우리마음,경상남도 거제시 장평로6길 11(장평동),경상남도 거제시 장평동 33-1,사)함께하는우리마음,055-635-8960,사)함께하는우리마음,만65세이상 노인,중식11:30~12:30,일+화+목,,,34.89222142,128.6131209,2023-07-11,5370000,경상남도 거제시
거제시종합사회복지관,경상남도 거제시 양정1길 45(양정동),경상남도 거제시 양정동 208-4,거제시희망복지재단,055-636-0303,거제시종합사회복지관,만60세이상 노인,중식11:30~12:20,월+화+수+목+금,,,34.86939656,128.646126,2023-07-11,5370000,경상남도 거제시
중리종합사회복지관,대전광역시 대덕구 계족로663번길 34,대전광역시 대덕구 법동 283-1,중리종합사회복지관,042-628-1476,중리종합사회복지관,저소득층,중식(12:00-13:00),월+화+수+목+금,2023-01-01,2023-12-31,36.3706044,127.4247393,2023-07-11,3680000,대전광역시 대덕구
법동종합사회복지관,대전광역시 대덕구 계족로664번길 27,대전광역시 대덕구 법동 188,법동종합사회복지관,042-633-0239,법동종합사회복지관,저소득층,중식(12:00-13:00),월+화+수+목+금,2023-01-01,2023-12-31,36.37094801,127.4313057,2023-07-11,3680000,대전광역시 대덕구
대덕구노인종합복지관,대전광역시 대덕구 계족로740번길 80,대전광역시 대덕구 읍내동 517-14,대덕구노인종합복지관,042-627-0767,대덕구노인종합복지관,저소득층,중식(12:00-13:00),월+화+수+목+금,2023-01-01,2023-12-31,36.37825746,127.4314371,2023-07-11,3680000,대전광역시 대덕구
대덕종합사회복지관,대전광역시 대덕구 덕암로234번길 44,대전광역시 대덕구 덕암동 48-2,대덕종합사회복지관,042-936-7343,대덕종합사회복지관,저소득층,중식(12:00-13:00),월+화+수+목+금,2023-01-01,2023-12-31,36.44018594,127.4265433,2023-07-11,3680000,대전광역시 대덕구
(주)행복,경기도 포천시 청성로 5,경기도 포천시 군내면 하성북리 520-1,행복도시락,031-535-8555,행복도시락,기초생활수급자+노인+차상위계층 노인,중식(12:00-13:00),월+화+수+목+금,2006-05-01,,37.904846,127.212802,2023-07-07,5600000,경기도 포천시
솔모루1프로 사랑나누기,경기도 포천시 호국로 567,경기도 포천시 소흘읍 송우리 495,솔모루1프로 사랑나누기 운동본부,031-538-4197,솔모루1프로 사랑나누기 운동본부,기초생활수급자+노인+차상위계층 노인+장애인,중식(11:30-12:00),월+화+수+목+금,2009-02-01,,37.82349671,127.1384307,2023-07-07,5600000,경기도 포천시
계림동성당,경상북도 상주시 복룡냉림길 57(냉림동),경상북도 상주시 냉림동 39-8,계림동성당,054-534-9801,계림동성당 나눔의집,결식노인,11:00~12:00,화+수+목+금,1992-12-01,,,,2023-06-30,5110000,경상북도 상주시
상주시종합사회복지관,경상북도 상주시 냉림1번길 43-18(냉림동),경상북도 상주시 냉림동 223,상주시종합사회복지관,054-532-5677,상주시종합사회복지관,결식노인,11:00~12:00,월+화+수+목+금,1997-09-01,,,,2023-06-30,5110000,경상북도 상주시
신봉교회 상주행복나눔센터,경상북도 상주시 상산로 97(신봉동),경상북도 상주시 신봉동 265-2,신봉교회 상주행복나눔센터,054-534-7333,신봉교회 상주행복나눔센터,결식노인,11:30~12:30,월+화+수+목,2011-01-24,,,,2023-06-30,5110000,경상북도 상주시
논산시종합사회복지관,충청남도 논산시 논산대로 412,충청남도 논산시 지산동 459,논산시청,041-746-8423,논산시종합사회복지관,국가유공자+국민기초생활수급자+장애인 등,중식(11:30-12:20),월+화+수+목+금,,,36.19719203,127.1054896,2023-06-27,4540000,충청남도 논산시
노인무료경로식당,충청남도 태안군 태안읍 경이정1길 34,,태안군여성자원봉사자회,,노인무료경로식당,독거노인,중식(12:00-13:00),화+수+목+금,2022-01-01,2022-12-31,36.75577514,126.2965075,2023-07-05,4620000,충청남도 태안군
작은샘터회,강원도 강릉시 주문진읍 웃사다리길 8,강원도 강릉시 주문진읍 교항리 87,작은샘터회,033-662-1761,작은샘터회,결식우려어르신,11:30-13:00,월+화+수+목+금,1999-09-01,2025-12-31,37.88664031,128.8229073,2022-11-11,4201000,강원특별자치도 강릉시
대한노인회 화천군지회,강원도 화천군 화천읍 중앙로 10길 16,강원도 화천군 화천읍 하리 21-4,사)대한노인회 화천군지회,033-442-2627,1층 식당,65세이상 노인,11:00~12:00,매월 3일+8일,2023-04-03,2023-12-28,38.102977,127.707232,2023-07-12,4311000,강원특별자치도 화천군
소하2동 복지회관 경로식당,경기도 광명시 설월로 10,경기도 광명시 소하동 324-2번지,소하2동 복지회관,02-899-8896,소하2동 복지회관 경로식당,저소득층+결식노인,중식(11:40~13:00),월+화+수+목+금+토,,,37.4402374,126.8779152,2022-09-26,3900000,경기도 광명시
철산종합사회복지관 경로식당,경기도 광명시 연서일로 4-3,경기도 광명시 철산동 158번지,철산종합사회복지관,02-2617-0410,철산종합사회복지관 경로식당,저소득층+결식노인,중식(11:30~13:00),월+화+수+목+금+토,,,37.4830403,126.8655483,2022-09-26,3900000,경기도 광명시
광명종합사회복지관 경로식당,경기도 광명시 오리로 1018,경기도 광명시 광명동 158-970번지,광명종합사회복지관,02-2687-2921,광명종합사회복지관 경로식당,저소득층+결식노인,중식(11:30~13:00),월+화+수+목+금+토,,,37.48091464,126.8504556,2022-09-26,3900000,경기도 광명시
하안종합사회복지관 경로식당,경기도 광명시 하안로 238,경기도 광명시 하안동 200번지 하안13단지고층주공아파트,하안종합사회복지관,02-894-0720,하안종합사회복지관 경로식당,저소득층+결식노인,중식(11:30~13:00),월+화+수+목+금+토,,,37.45877108,126.885684,2022-09-26,3900000,경기도 광명시
광명시노인종합복지관 경로식당,경기도 광명시 소하로 25,경기도 광명시 소하동 1291번지,광명시노인종합복지관,02-2625-9344,광명시노인종합복지관 경로식당,저소득층+결식노인,중식(11:30~14:00),월+화+수+목+금+토,,,37.45222183,126.8849611,2022-09-26,3900000,경기도 광명시
하안노인종합복지관 경로식당,경기도 광명시 하안동 683,경기도 광명시 하안동 683,하안노인종합복지관,02-898-8830,하안노인종합복지관 경로식당,저소득층+결식노인,중식(11:30~14:00),월+화+수+목+금+토,,,37.46801923,126.8742325,2022-09-26,3900000,경기도 광명시
서구가족센터,광주광역시 서구 상무대로1224번길 18(양동),광주광역시 서구 양동 385-30,서구가족센터,062-369-0072,서구가족센터,독거노인+결식노인+저소득어르신,중식(11:30-12:30),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
분도와안나개미꽃동산,광주광역시 남구 서당골3길 9(서동),광주광역시 남구 서동 111-1,분도와안나개미꽃동산,062-652-5158,분도와안나개미꽃동산,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
남구노인복지관,광주광역시 남구 대남대로308번길 32(월산동),광주광역시 남구 월산동 614-4,남구노인복지관,062-367-3225,남구노인복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
양지종합사회복지관,광주광역시 남구 제중로 24-10(양림동),광주광역시 남구 양림동 293-4,양지종합사회복지관,062-673-1919,양지종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금,2017-01-01,,,,2022-12-02,6290000,광주광역시
남구시니어클럽,광주광역시 남구 중앙로95번길 20(서동),광주광역시 남구 서동 147-1,남구시니어클럽,062-654-6080,남구시니어클럽,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금,2017-01-01,,,,2022-12-02,6290000,광주광역시
북구노인종합복지관,광주광역시 북구 군왕로130번길 30(두암동),광주광역시 북구 두암동 456-9,북구노인종합복지관,062-266-7727,북구노인종합복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
각화종합사회복지관,광주광역시 북구 군왕로207번길 6(각화동),광주광역시 북구 각화동 202,각화종합사회복지관,062-265-1052,각화종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2022-12-02,6290000,광주광역시
평택북부노인복지관 무료경로식당,경기도 평택시 서정로 295,경기도 평택시 서정동 산12,평택북부노인복지관,031-615-3918,평택북부노인복지관,저소득 결식우려노인,중식(11:40-12:40),월+화+수+목+금,2023-01-01,2023-12-31,37.06571536,127.066498,2023-02-15,3910000,경기도 평택시
평택남부노인복지관무료경로식당,경기도 평택시 평택5로 220,경기도 평택시 비전동 805,평택남부노인복지관,031-8036-4950,평택남부노인복지관,저소득 결식우려노인,중식(11:20-12:30),월+화+수+목+금,2023-01-01,2023-12-31,36.9988409,127.1021558,2023-02-15,3910000,경기도 평택시
평택서부노인복지관 무료경로식당,경기도 평택시 안중읍 서동대로 1557,경기도 평택시 안중읍 학현리 501-2,평택서부노인복지관,031-660-7430,평택서부노인복지관,저소득 결식우려노인,중식(11:30-12:30),월+화+수+목+금,2023-01-01,2023-12-31,36.9895026942,126.9218524274,2023-02-15,3910000,경기도 평택시
팽성노인복지관 무료경로식당,경기도 평택시 팽성읍 팽성남산4길 6,경기도 평택시 팽성읍 남산리 406-21,팽성노인복지관,031-650-2635,팽성노인복지관,저소득 결식우려노인,중식(11:30-13:00),월+화+수+목+금,2023-01-01,2023-12-31,36.95764707,127.0595322,2023-02-15,3910000,경기도 평택시
강남노인종합복지관,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,강남노인종합복지관,02-549-7070,강남노인종합복지관,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~13:00),월+화+수+목+금,,,37.51590994,127.0521409,2023-02-17,3220000,서울특별시 강남구
개포경로당,서울특별시 강남구 선릉로12길 12,서울특별시 강남구 개포동 169-3,사회복지법인 영산,02-565-3857,개포경로당,만60세이상 결식우려가 있는 강남구 거주 저소득 어르신,중식(11:30~12:30),월+화+수+목+금,,,37.48370379,127.0608923,2023-02-17,3220000,서울특별시 강남구
화성시서부노인복지관,경기도 화성시 남양읍 시청로 155,,화성시서부노인복지관,070-4832-6455,화성시서부노인복지관 경로식당,60세 이상 노인,중식(12:00~13:00),월+화+수+목+금,2022-01-02,,37.1987859411,126.8287364960,2023-06-01,5530000,경기도 화성시
임실군노인복지관,전라북도 임실군 임실읍 운수로 33-46,전라북도 임실군 임실읍 이도리 241,삼동회,063-644-4438,임실군노인복지관,60세이상 저소득노인,중식(12:00),월+수+금,2023-02-01,2023-12-31,35.61462837,127.285755,2023-06-09,4760000,전라북도 임실군
임실군북구권노인복지관,전라북도 임실군 관촌면 사선1길 24,전라북도 임실군 관촌면 관촌리 177-2,삼동회,063-642-3844,임실군북구권노인복지관,60세이상 저소득노인,중식(12:00),월+수+금,2023-02-01,2023-12-31,35.6745385,127.271421,2023-06-09,4760000,전라북도 임실군
국수사랑봉사단,강원특별자치도 속초시 먹거리7길 18(노학동),강원특별자치도 속초시 교동 967-13,국수사랑봉사단,,먹거리단지내 쉼터,만60세 이상 저소득노인,중식(09:00~12:00),일,2007-07-13,,38.195542,128.574449,2023-07-06,4231000,강원특별자치도 속초시
참사랑교회,강원특별자치도 속초시 중앙시장로4길 2 (중앙동),강원특별자치도 속초시 중앙동 498-6,참사랑교회,033-638-2691,참사랑교회내 식당,만60세 이상 저소득노인,중식(11:00~12:00),토,2003-06-01,,38.20657089,128.5884188,2023-07-06,4231000,강원특별자치도 속초시
속초중앙교회,강원특별자치도 속초시 번영로 30 (청학동),강원특별자치도 속초시 청학동 638-4,속초중앙교회,033-633-0441,속초중앙교회내 식당,만60세 이상 저소득노인,중식(11:50~14:00),화,2003-05-01,,38.202951,128.581652,2023-07-06,4231000,강원특별자치도 속초시
연탄은행무료급식소,강원특별자치도 속초시 동해대로 4341-1(노학동),강원특별자치도 속초시 교동 929-3,연탄은행,033-632-0122,연탄은행내 식당,만60세 이상 저소득노인,중식(11:00~12:00),화+금,2011-08-01,,38.202515,128.568091,2023-07-06,4231000,강원특별자치도 속초시
덕양노인종합복지관,경기도 고양시 덕양구 어울림로 49,경기도 고양시 덕양구 화정동 846,덕양노인종합복지관,031-969-7781,덕양노인종합복지관,60세이상 수급자+저소득노인,중식(12:00-13:00),월+화+수+목+금,2000-10-01,,37.6484941813,126.8368607506,2023-07-11,3940000,경기도 고양시
